 name	 vol(cu.μm)	 len(μm)	 <r>_vl(μm)	 <r>_obs(μm)	 par	 num_child	 children...
20.03	3.13178	3.16157	0.561525	0.587356	17.03	0
21.03	88.7894	25.2048	1.05892	1.43215	17.03	2	22.03	23.03
22.03	130.964	41.6205	1.0008	1.09386	21.03	0
23.03	77.7655	20.6191	1.09568	1.34784	21.03	0
18.03	157.05	24.8082	1.41953	1.5649	12.03	0
9.03	262.638	76.4346	1.04582	1.18251	10.03	0
16.03	89.3183	20.5924	1.17501	1.21952	15.03	0
20.04	474.235	49.4918	1.74645	1.88716	N/A	2	19.04	18.04
19.04	525.888	106.496	1.25373	1.33748	20.04	0
18.04	193.043	26.1299	1.5335	1.69748	20.04	2	16.04	17.04
16.04	162.393	36.2821	1.19361	1.35782	18.04	2	15.04	14.04
15.04	86.0195	32.4258	0.918921	0.967607	16.04	0
14.04	68.8991	12.976	1.30005	1.49528	16.04	2	11.04	13.04
11.04	44.9723	10.7347	1.15479	1.38224	14.04	2	12.04	9.04
12.04	13.3622	2.63103	1.27146	1.51881	11.04	0
9.04	6.68112	1.28345	1.28724	1.55356	11.04	2	8.04	10.04
8.04	72.6015	29.305	0.888029	1.20773	9.04	2	6.04	7.04
6.04	6.09653	8.15148	0.487919	0.471428	8.04	2	5.04	4.04
5.04	3.00651	3.68516	0.509598	0.521433	6.04	0
4.04	11.2466	9.64805	0.609137	0.663229	6.04	2	3.04	1.04
3.04	4.95517	3.8647	0.638846	0.808356	4.04	0
1.04	5.09436	0.994656	1.27683	1.14478	4.04	2	2.04	0.04
2.04	14.949	3.57591	1.15355	1.60048	1.04	0
0.04	6.43058	3.22531	0.796644	0.67887	1.04	0
7.04	0.13919	0.582656	0.275755	0.0824	8.04	0
10.04	188.074	39.5057	1.231	1.38281	9.04	0
13.04	188.032	35.0053	1.3076	1.4335	14.04	0
17.04	2.21312	1.40666	0.707675	0.703161	18.04	0
6.05	173.417	28.5381	1.39078	1.78717	N/A	2	2.05	5.05
2.05	23.1751	1.75725	2.04889	2.33173	6.05	2	0.05	1.05
0.05	10.5228	3.76242	0.943532	1.6199	2.05	0
1.05	50.9436	12.0499	1.16006	1.7225	2.05	2	3.05	4.05
3.05	11.5249	6.10464	0.775201	0.780927	1.05	0
4.05	37.8319	11.0361	1.04459	1.25794	1.05	0
5.05	91.3087	13.5307	1.46562	1.79263	6.05	2	7.05	8.05
7.05	22.1451	16.6221	0.65121	0.955621	5.05	0
8.05	7.69721	8.40002	0.540072	0.59518	5.05	2	9.05	10.05
9.05	4.03651	4.03846	0.564054	0.757169	8.05	0
10.05	4.38449	3.57591	0.624729	0.536667	8.05	2	11.05	12.05
11.05	64.1304	24.0243	0.921789	1.31133	10.05	1	13.05
13.05	2.25488	0.762596	0.970152	0.662169	11.05	0
12.05	2.9731	1.63638	0.76048	0.827635	10.05	0
3.06	181.601	22.7303	1.59471	1.85377	N/A	2	1.06	4.06
1.06	77.309	26.5605	0.962546	1.08883	3.06	2	0.06	2.06
0.06	301.811	91.9319	1.02226	1.08818	1.06	0
2.06	314.263	80.4279	1.11524	1.20801	1.06	0
4.06	209.695	46.8857	1.19316	1.45989	3.06	2	5.06	6.06
5.06	7.30748	3.45503	0.820508	0.810324	4.06	2	7.06	8.06
7.06	35.3264	19.8572	0.752517	0.891794	5.06	0
8.06	0.501084	0.412	0.622203	0.691418	5.06	0
6.06	5.97125	1.93719	0.990539	0.95168	4.06	0
5.07	531.233	84.1561	1.41751	2.19504	N/A	2	2.07	6.07
2.07	253.757	35.1799	1.51526	1.75773	5.07	2	1.07	0.07
1.07	18.0808	1.98931	1.70091	1.86905	2.07	2	3.07	4.07
3.07	3.89732	0.582656	1.45916	0	1.07	2	7.07	8.07
7.07	31.3874	12.6176	0.889843	0.853165	3.07	0
8.07	59.9213	21.5998	0.939705	1.05289	3.07	0
4.07	109.445	17.5907	1.40729	1.59924	1.07	0
0.07	49.7326	13.4773	1.08379	1.14175	2.07	0
6.07	153.833	34.2376	1.19591	1.31447	5.07	0
1.08	98.7414	14.938	1.45054	1.60394	N/A	2	0.08	2.08
0.08	212.321	39.3606	1.31036	1.44961	1.08	0
2.08	204.248	32.2051	1.42083	1.55562	1.08	2	3.08	4.08
3.08	144.451	27.574	1.29133	1.50634	2.08	2	5.08	6.08
5.08	9.64587	4.73888	0.80493	0.797966	3.08	0
6.08	62.0927	16.3497	1.09949	1.29002	3.08	0
4.08	188.241	29.8744	1.41622	1.5406	2.08	0
4.09	67.7577	12.3166	1.3233	1.41875	N/A	2	3.09	1.09
3.09	11.5194	2.63103	1.18053	1.39121	4.09	2	5.09	6.09
5.09	2.41912	1.75725	0.661968	0.758358	3.09	0
6.09	185.883	44.4603	1.15361	1.2852	3.09	0
1.09	153.374	20.0105	1.56197	1.75031	4.09	2	0.09	2.09
0.09	49.5238	12.3622	1.12924	1.25575	1.09	0
2.09	34.7001	10.2929	1.03591	1.27312	1.09	0
2.1	393.727	57.2649	1.47937	1.58595	N/A	2	0.1	1.1
0.1	82.1778	31.2064	0.915546	0.944571	2.1	0
1.1	179.15	27.8638	1.43058	1.54382	2.1	2	3.1	4.1
3.1	40.2051	14.3916	0.942998	1.10992	1.1	0
4.1	28.8909	21.3757	0.655912	0.701504	1.1	0
0.11	199.599	17.5667	1.90177	4.31958	N/A	0
